source,case_id,split,clause_text,gold_risk_level,gold_risk_type,label_grade,note
hldcc_2025사례집,2025_주택16,test,임차인은 하자보수에 적극 협조하기로 한다,안전,해당 없음,A,신축아파트 하자보수 협조 특약 — 조정실익이 축자 인용하며 협조의무 유효 확인. [검수통과]
hldcc_2025사례집,2025_상가13,test,현 시설물 상태에서 임대차한다.,안전,해당 없음,A,경계안전 — 특약을 근거로 계약 당시 존재 하자(욕조) 수리비 청구 배척. [검수통과]
hldcc_2023사례집,2023_주요08,test,"상가를 신축, 증축, 철거할 경우 임차인은 이의를 제기하지 못하고, 이를 이유로 권리금, 시설비 등을 청구할 수 없다",위험,책임 면제,A,"조정위 ""일방적으로 불리하여 무효로 볼 여지가 크다""(완곡 표현임을 유의) — 임대인 수용, 보상금 2,000만원. [검수통과]"
hldcc_게시판,sn1254,test,"임차인이 임대인에게 중도금(중도금이 없을 때에는 잔금)을 지불하기 전까지 임대인은 계약금의 배액을 상환하고, 임차인은 계약금을 포기하고 이 계약을 해제할 수 있다 / (수기 특약) LH 심사 불가시 계약금 일백만 즉시 반환하기로 한다",안전,해당 없음,A,"경계안전 — 인쇄 해약금 조항을 위약금 약정 아님으로 축소 해석, 수기 반환특약 유효 적용(최종 조정은 절충 50만원). 고령자 LH 전세임대 — 타깃층 사례. [검수통과]"
lbox2,132494,train,(상가 임대차계약) 임차인의 차임 연체액이 2기의 차임액에 달하였을 때 임대인은 즉시 본 계약을 해지할 수 있다,위험,일방적 계약 해지,A,컨텍스트 프리픽스 추가(조항 문언만으로 도메인 구분 불가 — 원판결 기준). 상가 — 상임법 §10조의8(3기)·§15 위반으로 조항 효력 부정. 116343(주택·동일 문언·유효)과 대조쌍(같은 train). [2차검수통과]
lbox2,20491,val,"임대차계약이 해약될 시에는 보증금에서 미납된 월세, 공동사용료 및 부가세를 결산 입금하고 남은 금액만 임대인은 반환한다",위험,불명확한 수수료·이자 조건,A,'공동사용료' 금액·산출기준 무기재로 약정 불성립 — 공제 불인정(효력 부정이 아닌 약정 불성립임에 유의). [2차검수-수정승인]
lbox2,116343,train,(주택 임대차계약) 임차인의 차임 연체액이 2기의 차임액에 달할 경우 임대인은 즉시 이 사건 임대차계약을 해지할 수 있다,안전,해당 없음,A,"컨텍스트 프리픽스 추가(조항 문언만으로 도메인 구분 불가 — 원판결 기준). 경계안전 — 주택이라 민법 §640 합치로 유효, 조항 직접 근거 해지. 132494와 대조쌍. 동종 안전례(78728·99640) 중 유일 유지. [2차검수통과]"
lbox2,124151,test,임대인은 임차인이 3기의 차임액에 달하도록 차임을 연체한 경우 계약을 해지할 수 있다,안전,해당 없음,A,상임법 문언 그대로인 표준 조항(일반 안전 — 경계 아님). [2차검수-수정승인]
lbox2,23513,test,임차인은 임대인의 동의 없이 위 부동산의 용도나 구조 등을 변경할 수 없다 / 임차인이 제3조를 위반하였을 때 임대인은 즉시 본 계약을 해지할 수 있다,안전,해당 없음,A,경계안전 — 무단 구조변경에 최고 없는 즉시해지 적법(조항 직접 판단). [2차검수통과]
lbox2,29445,test,"임차인의 명도지연 또는 거부시 명도 최고 지정일 이후부터 3개월까지는 임대보증금의 5%, 4개월 이후부터는 임대보증금의 10%에 해당하는 금액을 명도지연금으로 추가 납부하여야 한다",안전,해당 없음,A,경계안전 — 위약벌로 성질결정 후 약관규제법·민법 §103 무효 주장 정면 배척(지하철 공익 사정 가중 참작). [2차검수통과]
lbox2,9838,val,손해배상에 대하여 별도의 약정이 없는 한 계약금을 손해배상의 기준으로 본다,안전,해당 없음,A,경계안전 — 계약금=배상예정 조항 감액 없이 그대로 적용(임차인 승소 방향). [2차검수통과]
lbox2,159,train,"임대차계약이 종료된 경우에 임차인은 이 사건 건물을 원상으로 회복하여 임대인에게 반환한다. 이러한 경우 임대인은 보증금을 임차인에게 반환하고, 연체 임대료 또는 손해배상금액이 있을 때는 이들을 제하고 그 잔액을 반환한다",안전,해당 없음,A,"경계안전 — '너무 포괄적·불공정' 주장 명시 배척, 원상회복비 1.549억 공제 인정. [2차검수통과]"
lbox2,93112,train,임차인은 임대인의 승인하에 개축 또는 변조할 수 있으나 계약 대상물을 명도 시에는 임차인이 일체 비용을 부담하여 원상복구 하여야 함,안전,해당 없음,A,"경계안전 — 부동문자 조항 그대로 철거·인도 명령, 포기특약 항변 배척. 46241과 유사 문구 대조쌍(같은 train). [2차검수통과]"
lbox2,46241,train,임차인은 임대인의 승인 하에 개축 또는 변조할 수 있으나 계약 대상물을 명도시에는 임차인이 일체 비용을 부담하여 원상복구하여야 한다,안전,해당 없음,A,경계안전 — 원상복구 약정=유익비·필요비 상환청구권 포기 특약으로 판단·적용(대법 73다2010). [2차검수통과]
lbox2,65051,test,"연대보증인은 피고 B이 원고에 대하여 부담하는 임대료 약속어음을 포함한 각종 어음, 수표, 채무 및 기타 일체의 채무(손해배상, 계약의 해제 또는 해지로 인한 원상회복, 원래 물건의 반환, 기타 일체의 부대채무 등을 포함한다)와 세무상으로 발생되는 모든 의무에 대해서도 피고 B과 연대하여 이행한다",안전,해당 없음,A,경계안전 — 보증인보호법 §4 위반 주장 배척. ※보증인이 법인 — 개인 보증에 일반화 금지. [2차검수통과]
lbox3,24757,train,"을이 월 임대료를 연체할 경우에는 월 임대료의 월 5%에 해당하는 연체료를 지정 납부일자로부터 실제 납부일자까지 일할계산하여 추가로 납부하여야 한다. ④ 아래 각 호의 경우에도 을은 제2조 제2항의 월 임대료를 납부하여야 한다. 가) 을의 사정으로 휴점 및 폐점하였을 경우와 을이 본 계약 또는 관리규정을 위반하여 갑으로부터 휴업지시를 받은 경우 나) 본 계약이 중도 해지된 후 을이 갑에게 임대차 목적물을 명도하지 않는 경우 제7조 (임대차 목적물의 사용) ② 본 임대차 기간 종료시 을이 갑에게 본 임대차 목적물의 명도 및 원상복구를 완료한 후, 임대인은 임차인에게 제2조 제1항의 임대보증금을 반환한다. 제16조 (계약해지 및 위약금) ① 을이 다음 각 호에 해당하는 경우 갑은 사전 최고 없이 본 임대차계약을 즉시 해제 또는 해지할 수 있다. 바. 임대보증금의 중도금 및 잔금을 소정의 납부기일로부",위험,과도한 위약금,A,"월 5%(연 60%) 연체료를 민법 §398② ""부당히 과다""로 연 20%로 감액 — 조항 자체 판단. 54513(연12.7% 유효)과 감액 경계선 대조쌍. [3차검수통과]"
lbox3,93747,train,임대차기간이 종료되었음에도 명도 또는 임대차 갱신계약을 체결하지 아니한 경우 명도하여야 하는 날의 다음날부터 명도일까지의 기간에 대하여 기본월임대료의 1.5배에 상당하는 불법거주배상금을 납부하여야 한다,위험,과도한 위약금,A,"[부분축자] 1.5배 불법거주배상금 조항을 동시이행항변권 보호 취지로 ""불법점유 시에만 적용"" 제한해석 — 공제 부당, 반환 명령. 공공임대 표준계약. [3차검수통과]"
lbox3,54513,val,수분양자인 원고들이 중도금 및 잔금 납부를 지연하여 약정납부일이 경과하였을 때에는 그 경과일수에 대하여 연체금액의 연 12.7%의 연체요율을 적용하여 연체료를 부과한다,안전,해당 없음,A,"경계안전 — 연 12.7% 연체료 감액 거부(쌍무성·거래관행 기준, 조항 자체 판단). ※분양계약 도메인 주석. 24757과 대조쌍. [3차검수통과]"
lbox3,16622,train,(상가 임대차계약 특약) 건물관리비를 임차인이 부담한다 — 특별수선충당금은 매월 관리비에 포함되어 부과,안전,해당 없음,A,경계안전 — 포괄 관리비 문구의 수선충당금 전가가 **상가라서** 유효(대법원 2017다276259: 주택법령 유추적용 부정). 주택이면 결론이 다를 수 있는 도메인 경계 교보재. 동일 사건 78340 중복. [셀프검수: 인용 4건 원문 확인]
aihub580,aihub580_관리비_자의부과,train,"제10조 임차인은 부가세, 간주부가세, 건물관리비 및 전기, 수도, 하수도, 환경개선부담금, 교통유발부담금, 정화조 청소비 등 일반공과잡비 등은 임대인의 계산방법에 따라 부담한다.",위험,불명확한 수수료·이자 조건,C,"관리비·공과금을 ""임대인의 계산방법에 따라 부담"" — 산정 기준 없는 자의적 부과, 심결 근거문: 약관법 §6②1 무효. 관리비 무기준 패턴의 정면 교보재. [C등급·공정위 심결 파생(AI Hub 580)] 심결근거: 해당 약관조항은 투명하게 징수되어야 할 관리비를 피청구인의 자의적인 판단에 따라 부과한다는 조항이므로, 약관법 제6조 제2항 제1호에 따라 무효이다."
aihub580,aihub580_공과금전가_이의금지,train,"제3조(관리비등 제비용의 징수 승낙) 월 일반관리비, 전기료, 수도료, 제세공과 손실청구금 등이 발생되었을 시 을은 납부하여야 하며 이를 위약 시 갑은 을의 보증금에서 상쇄하여도 을은 이의를 제기치 않는다.",위험,책임 면제,C,임대인 부담 제세공과금까지 전가 + 보증금 상쇄에 이의제기 금지. [C등급·심결 파생] 심결근거: 일률적으로 임대인이 부담해야 될 제세공과금까지도 임차인에게 전가시키고 이에 대해 이의를 제기치 못하게 하는 현행 약관조항은 고객에게 부당하게 불리한 조항 및 법률의 규정에 의한 고객의 항변권 등의 권리를 상당한 이유없이 배제 또는 제한하는 조항이다.
aihub580,aihub580_관리비명목_수선비,train,"제6조 관리비 임대료(관리비의 오기) 월정 원 삼백이십이만원( 3,220,000원 부가세별도)을 매월 25일까지 갑이 지정하는 은행에 납부하여야 한다. 제11조 기간 만료전 해약 제1항 갑 또는 을이 중도해약을 하고자 할 때는 2개월전에 상대방에게 서면 통지해야 한다. 단, 을의 요청에 의한 중도해약일 경우 제2자에게 재임대계약이 성립되고 후입주자가입주한 후에 보증금을 반환키로 하며 그동안의 임대료와 관리비등은 임대실의 퇴거여부와 관계없이 을이 부담키",위험,불명확한 수수료·이자 조건,C,"관리비 명목에 건물주 부담 비용(수선비·유지보수료) 포함 — 관리비 구성항목 불투명 전가. [C등급·심결 파생] 심결근거: 피청구인이 제시한 관리비의 구성항목들을 보면, 건물 수선을 위한 소모품 구입비, 건물수선비, 유지보수료 등 건물주가 자신의 계산으로 지출해야 할 비용, 즉 임대료적 성격의 비용이나 임차인이 퇴거로서 발생하지 않을 비용도 포함되어 있는 바, 그러한 고려없이 임차물 사용시"
aihub580,aihub580_명도선이행,train,비용은 전월을 기준하여 2개월분의 관리비 등을 공제한 후에 반환한다.,위험,보증금 반환 지연,C,"명도 의무를 보증금 반환보다 선이행으로 규정 — 동시이행 원칙 훼손. ※라벨 유형은 프롬프트 6유형 기준(팀 정합화 안건 관련). [C등급·심결 파생] 심결근거: 제1항은 목적물명도의무를 임대차 종료 즉시 로 규정하여 명도의무를 보증금 반환의무보다 선이행의무로 규정하고 있는 것은 임차인에게 불리한 조항이다. | 제2항의 경우, 필요비․유익비상환청구권의 포기약정을 당사자간의 특약이나 개별약정으로 정하는 것은 반드시 부당하다고 할 "
aihub580,aihub580_관리비2배배상,train,"제18조(위약금, 배상금, 손해금 등) ① 제11조 2항의 규정에 의하여 위약금 및 불법거주에 의한 배상금,손해금은 다음 각 호에 따른다. 1.이 계약의 종료일 이후에도 주택을 명도하지 아니할 경우에 갑은 계약 종료일의 다음날부터 주택을 명도한 날까지의 기간 동안 임대료와 관리비의 2배에 상당하는 금액을 일수로 계산하여 불법거주에 의한 배상금,손해금 등 을의 채무를 임대보증금에서 우선공제하고 그 잔액에 대하여 반환한다.",위험,과도한 위약금,C,불법점유 기간 임대료+관리비의 2배 배상 규정 — 93747(1.5배 제한해석)과 동류 패턴. [C등급·심결 파생] 심결근거: 임차인이 반환해야 하는 부당이득을 임차임 상당액에 해당하는 불법점유 기간 동안의 임대료와 관리비의 2배로 규정하고 있음으로 고객에게 불리한 조항이다.
