source,case_id,split,clause_text,gold_risk_level,gold_risk_type,label_grade,note
법제처 OPEN API/ftc,한일월드(주)의 정수기구매대금불입약정서상 불공정약관조항,train,고객(소비자)의 귀책사유로 의무사용기간이 3년인 정수기 구매계약을 중도해지 하는 경우 고객이 지급하여야 할 위약금을 의무사용기간 잔여월 임대료의 50%에 해당하는 금액으로 정하고 있음,위험,과도한 위약금,A,"sprint3 승인 · 따라서 동 조항은 통상적인 거래관행 및 관련규정에 비추어 볼 때, 고객에 대하여 부당하게 과중한 지연손해금 등의 손해배상의무를 부담시키는 조항으로 약관법 제8조에 해당됨"
법제처 OPEN API/prec,2024나65751,train,"건축 규모의 증감(지하주차장 포함), 세대별 단위면적(공급면적)이 증감될 수 있으며, 이에 따른 조합원분담금의 금액조정에 관하여 원고는 피고의 임원회에 위임하고, 피고는 변경내용을 확정하여 사업계획승인 후 조합원에게 개별 통지하고, 원고는 이에 동의하고 승인한다.",안전,해당 없음,A,"sprint3 승인 · 원고가 주장하는 사정이나 제출된 증거만으로는 분담금 증감 조항이 원고에게 부당하게 불리하여 공정성을 잃은 조항으로 무효라고 보기 어렵고, 또한 이 사건 조합원가입계약서에는 조합원분담금은 사업인허가 과정에서 증감될 수"
법제처 OPEN API/ftc,TAZO휘트니스의 회원이용약관상 불공정약관조항에 대한 ,train,원칙적으로 강습료를 환불하지 않으며 특정한 사유에 의해서만 환불이 가능하도록,위험,권리행사 제한,A,sprint3 승인 · 위 약관조항은 약관법 제9조 제1호 소정의 법률의 규정에 의한 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항에 해당하여 무효이다.
법제처 OPEN API/ftc,결혼의 전당 베르사유의 예식계약서상 불공정약관조항에 대,train,"고객의 귀책사유로 예식일로부터 4주전 예약 취소 시 예식비용 및 지불보증인원 식대 전액에 상당하는 금액을 위약금으로 부과하고 있으며, 변경약관에서도 예식 50일 전에 계약이 파기될 경우 지불보증인원의 50%를 배상하도록 규정하고 있다",위험,과도한 위약금,A,"sprint3 승인 · 이는 피로연 음식재료 준비가 보통 예식일 며칠 전에 완료되는 점과 피로연 식대로 피심인이 얻을 수 있는 이익, 장소 임대료 등의 기대이익을 감안한다고 하더라도 지나치게 과도한 것으로 판단된다. 따라서 당해 약관조항은"
법제처 OPEN API/ftc,구름채팬션의 환불규정상 불공정약관조항에 대한 건,train,이용일 당일부터 2일전까지의 기간에 예약을 취소하면 변동비용을 포함하여 모든 숙박요금을 환불하지 아니하도록 정하고 있다,위험,과도한 위약금,A,sprint3 승인 · 예약일 2일 전부터 당일까지 계약을 해제하는 경우 전액 환불을 금지하는 조항은 고객에 대하여 부당하게 과중한 손해배상의무를 부담시키는 조항으로 약관법 제8조에 해당한다.
법제처 OPEN API/ftc,국민여행사의 자동차대여약관중 불공정약관조항에 대한 건,train,보험처리시 사고의 경중 등을 구분하지 아니하고 동일한 액수의 면책금을(50만원) 지급하도록 하고 있음,위험,과도한 위약금,A,"sprint3 승인 · 이는 경미한 사고를 낸 이용자와 중한 사고를 낸 이용자간 형평에 반하여 부당하다 할 것임 따라서 위 약관조항은 고객에게 부당하게 불리한 약관조항에 해당하여 약관법 제6조 제1항, 제2항 제1호에 따라 무효임"
법제처 OPEN API/ftc,대방열림고시학원의 동영상강의 이용약관상 불공정약관조항에,train,"동영상 강의가 일단 시작되면 어떤 사유로든 고객이 환불을 하거나 강의를 변경, 연장할 수 없도록 하고 있다",위험,과도한 위약금,A,"sprint3 승인 · 해당 약관조항은 동영상 강의가 일단 시작되면 어떤 사유로든 고객이 환불을 하거나 강의를 변경, 연장할 수 없도록 하고 있다... 일체 환불 및 취소를 할 수 없다고 정한 해당 약관조항은 고객에 대하여 부당하게 과중한"
법제처 OPEN API/ftc,변호사 권두섭 등 15개 사업자의 위임계약서상 불공정약,train,위임인들이 소송비용을 모두 균등하게 분담하도록 규정,위험,부당한 비용·세금 전가,A,sprint3 승인 · 소송비용을 소가 및 소송결과와 상관없이 위임인간에 소송비용을 균등하게 분담하도록 한 당해 약관조항은 고객에게 부당하게 불리한 약관조항으로서 약관법 제6조 제2항 제1호에 해당하여 무효이다.
법제처 OPEN API/ftc,서울특별시시설관리공단의 이행각서 및 화해조항상 불공정약,train,"제소전 화해를 실시할 경우 화해성립 여부 및 비용에 대한 합의 여부와 상관없이 화해비용은 임차인이 부담하며, 점포내부시설에 소요된 임차인의 비용 등 기타 금원에 대해 일체 금원을 요구할 수 없다",위험,부당한 비용·세금 전가,A,sprint3 승인 · 따라서 이는 고객에게 부당하게 불리한 약관조항이자 법률의 규정에 의한 임차인의 권리를 배제 또는 제한하는 약관조항으로 약관법 제6조 제2항 제1호 및 제11조 제1호에 해당됨.
법제처 OPEN API/ftc,에버휘트니스의 회원가입약관 및 동의서상 불공정약관조항에,train,"기 납부한 금액 중 부가세를 제외한 총 회비 합계금액의 10%에 상당한 중도해지수수료와 가입당시 면제된 가입비 100,000원, 별도의 수수료 10,000원과 사용된 월회비를 공제하고 잔여금액을 환불하며, 한달기준으로 20일 이상 사용한 경우에는 한달 이용으로 간주한다",위험,과도한 위약금,A,sprint3 승인 · 따라서 피심인의 위 약관조항은 고객에게 부당하게 과중한 손해배상 의무를 부담시키는 조항이자 계약의 해지로 인한 사업자의 원상회복의무를 부당하게 경감하는 조항으로 약관법 제8조에 해당됨.
법제처 OPEN API/ftc,정산주의 샘물 배달[판매] 영업소 계약서상 불공정약관조,train,영업소 운영자가 계약 종료 후 2년 동안 동일 또는 유사한 업체에 취업하거나 상품을 판매하는 것을 전면적으로 금지하고 있다,위험,일방적 계약 해지,A,sprint3 승인 · 그러므로 계약 종료 후까지 동종ㆍ유사업종의 영업을 금지하고 위반시 위약금을 부과하는 당해 약관조항은 고객에게 부당하게 불리한 조항으로써 약관법 제6조 제2항 제1호에 해당한다.
법제처 OPEN API/ftc,(주)강일의 차량임대계약서상 불공정약관조항에 대한 건,train,동일한 액수의 면책금을(200만원) 지급하도록 하고 있음,위험,과도한 위약금,A,sprint3 승인 · 그럼에도 불구하고 위 약관조항은 보험처리시 사고의 경중 등을 구분하지 아니하고 동일한 액수의 면책금을(200만원) 지급하도록 하고 있음. 이는 경미한 사고를 낸 이용자와 중한 사고를 낸 이용자간 형평에 반하여 부당하
법제처 OPEN API/ftc,(주)나인스에비뉴의 상가공급계약서상 불공정약관조항에 대,train,수분양자가 이 계약에 따른 권리 ㆍ 의무의 양도할 때 사업자의 승인을 받은 후 행하여야 한다,안전,해당 없음,A,sprint3 승인 · 그러므로 수분양자가 이 계약에 따른 권리 ㆍ 의무의 양도할 때 사업자의 승인을 받은 후 행하여야 한다고 규정하고 있는 위 약관조항은 무효라고 보기 어려움
법제처 OPEN API/ftc,(주)바이더웨이의 가맹계약서상 불공정약관조항에 대한 건,train,평균 월 매출총이익 3개월분과 잔여개월당 평균 월매출총이익의 1퍼센트에 해당하는 금원을 지급하도록 하고,위험,과도한 위약금,A,sprint3 승인 · 해당 약관조항은 고객에 대하여 부당하게 과중한 지연손해금등의 손해배상의무를 부담시키는 약관조항에 해당하여 약관법 제8조에 따라 무효이다.
법제처 OPEN API/ftc,(주)씨디엘코리아의 Millennium Seoul Hi,train,고객의 귀책사유로 행사 60일 이전 취소 시 계약금을 환불하지 아니하고 60일 이후 취소 통보시에는 호텔예상매출손실액의 30%를 배상금으로 부과할 수 있도록 규정하고 있다,위험,과도한 위약금,A,sprint3 승인 · 당해 약관조항은 약관법 제8조 소정의 고객에게 부당하게 과중한 손해배상의무를 부담시키는 조항에 해당하여 무효이다.
법제처 OPEN API/ftc,(주)엘지데이콤의 유통망업무계약상 불공정약관조항에 대한,train,"계약해지 또는 종료된 경우 ""계약기간 동안""의 ""영업실적 일체에 대한 권리가 상실되며 이에 대한 권리를 요구할 수 없다""",위험,일방적 계약 해지,A,sprint3 승인 · 위 조항은 고객에 대하여 부당하게 불리한 조항으로 약관법 제6조 제2항 제1호에 해당
법제처 OPEN API/ftc,(주)전자관웨딩프라자의 예식계약서상 불공정약관조항에  ,train,고객의 귀책사유로 계약이 해제될 경우 계약시점에 관계없이 계약금을 환불해 주지 않는 것은 물론이고 이에 덧붙여 지불보증인원 식대의 50%에 상당하는 금액을 위약금으로 부과하고 있다,위험,과도한 위약금,A,sprint3 승인 · 당해 약관조항은 약관법 제8조 소정의 고객에게 부당하게 과중한 손해배상의무를 부담시키는 조항에 해당하여 무효이다.
법제처 OPEN API/ftc,(주)태영전자의 대리점계약서상 불공정약관조항에 대한 건,train,계약해지시 어떤 경우에도 가맹비를 일체 반환하지 아니하도록 하고 있다,위험,보증금 반환 지연,A,"sprint3 수정승인 · 해당 약관조항은 계약해지의 원인, 영업활동의 개시여부 및 계약해지의 시점 등을 고려함이 없이 계약해지시 어떤 경우에도 가맹비를 일체 반환하지 아니하도록 하고 있다. 따라서 이는 계약의 해지로 인한 사업자의 원상회복의"
법제처 OPEN API/ftc,(주)태원의 상거래계약서상 불공정약관조항에 대한 건,train,"거래상대방이 관련 법령이나 계약을 위반하는 경우 등 계약을 해지할 수 있는 사유를 열거하고, 그 사유에 해당하는 경우 사전 통보없이 거래중지 및 계약해지를 할 수 있도록",위험,일방적 계약 해지,A,sprint3 승인 · 법률의 규정에 의한 해지권 행사요건을 완화하여 고객에게 부당하게 불이익을 줄 우려가 있는 약관조항으로서 약관법 제9조 제3호에 해당하여 무효이다.
법제처 OPEN API/ftc,짱구애견의 분양계약서상 불공정약관조항에 대한 건,train,"애완견을 매매한 경우 고객에게 구매대금을 일체 환불하지 아니하되, 3일 이내에 폐사한 경우에는 동종 애완견으로 교환만을 해주고, 4일 이후 14일 이내에 폐사한 경우에는 고객이 구매대금의 50퍼센트를 부담하는 것을 조건으로 동종 애완견으로 교환해준다",위험,책임 면제,A,sprint3 승인 · 해당 약관조항은 상당한 이유없이 사업자의 담보책임을 배제 또는 제한하는 조항으로 약관법 제7조 제3호에 해당한다.
법제처 OPEN API/ftc,포레스트 휘트니스의 포레스트 휘트니스 이용약관상 불공정,train,"고객이 기납부한 금액 중 부가세 10퍼센트, 등록비 10퍼센트 및 카드수수료 5퍼센트를 공제하고, 1일을 사용한 경우에도 한달 이용요금을 공제한 뒤 나머지 금액을 환급하도록 하고 있다",위험,과도한 위약금,A,sprint3 승인 · 해당 약관조항은 고객에게 부당하게 과중한 손해배상의무를 부담시키는 조항 또는 계약의 해지로 인한 사업자의 원상회복의무를 부당하게 경감하는 조항으로 약관법 제8조 또는 제9조 제4호에 해당한다.
법제처 OPEN API/ftc,프라임전자장부(주)의 모집점개설계약서상 불공정약관조항에,train,관리기능상실 등 관리불가로 판단될 경우,위험,일방적 계약 해지,A,"sprint3 승인 · 해당 약관조항은 ""관리기능상실 등 관리불가로 판단될 경우""라고 계약해지사유를 추상적으로 규정하고, 나아가 이에 해당하는지를 본사의 판단에 맡겨 결국 본사가 자의적으로 계약을 해지할 수 있도록 하고 있다. 따라서 해당"
법제처 OPEN API/ftc,한국신용평가정보(주)의 크레딧뱅크이용약관상 불공정약관조,train,고객이 일단 서비스를 이용하면 지급한 이용금액을 일체 환불하지 아니한다,위험,과도한 위약금,A,"sprint3 승인 · 해당 약관조항은 고객에 대하여 부당하게 과중한 손해배상의무를 부담시키는 조항 또는 고객에 대하여 부당하게 불리한 약관조항에 해당하여 약관법 제8조 또는 제6조 제1항, 제2항 제1호에 따라 무효이다."
법제처 OPEN API/ftc,한국존슨앤드존슨판매(유)의 구매카드 결제시스템 특약상 ,train,"피심인 또는 제3자의 지배영역에 있는 자료인 전산거래 내역과 카드회사의 미결제잔액만을 인정하고, 그 밖의 객관적인 자료 등을 통한 사실의 확인 및 정정을 배제하고 있다",위험,불명확한 수수료·이자 조건,A,"sprint3 수정승인 · 해당 약관조항은 고객에 대하여 부당하게 불리한 약관조항에 해당하여 약관법 제6조 제1항, 제2항 제1호에 따라 무효이다."
법제처 OPEN API/ftc,한웅레포츠(주)의 회원약관상 불공정약관조항에 대한 건,train,1개월 수강회원에 대해서는 원칙적으로 탈회가 불가하도록 규정,위험,일방적 계약 해지,A,sprint3 수정승인 · 위 약관조항은 약관법 제9조 제1호 소정의 법률의 규정에 의한 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항에 해당하여 무효이다.
법제처 OPEN API/ftc,헬스매니아 인천계산점의 가입 및 운영회칙상 불공정약관조,train,"본인사망, 해외이주 등 자신이 인정하는 사유에 해당되는 경우를 제외하고는 고객의 사정에 의한 계약해지시 회비는 1개월을 기준으로 하고, 1회를 이용한 경우에도 1개월 이용으로 간주하며, 위약금으로 총 가입비의 10% 및 부가세를 공제한 금액으로 한다",위험,과도한 위약금,A,sprint3 승인 · 따라서 피심인의 위 약관조항은 고객에게 과중한 손해배상의무를 부담시키는 조항이자 법령의 규정에 의한 고객의 해지권을 제한하거나 그 행사를 제한하는 조항으로 약관법 제8조 및 제9조 제1호에 해당됨.
법제처 OPEN API/prec,2022두64808,train,"원고가 △△△ 사업 성공을 위한 최상의 경영판단을 결정하고자, 가맹본부와 가맹점사업자(△△△ 동반행복 가맹사업자협의회)로 구성된 동행위원회를 구성할 수 있고, 가맹점사업자가 동행위원회의 대표성을 부인하고 참여를 거부하고자 할 경우에는, 본 계약을 체결한 날로부터 1개월 이내에 원고에게 거부의사를 서면으로 밝혀야 하며, 이 경우 본 계약은 자동적으로 무효가 되어 계약 효력은 그 즉시 상실되고, 그동안 원고가 가맹점사업자로부터 수령한 가맹금 등은 1회성 경비로 집행되어 소요되고 남은 잔액을 전액 가맹점사업자에게 반환한다. 단, 이 기간이 경과한 경우에는 이의가 없는 것으로 한다.",위험,일방적 계약 해지,A,sprint3 승인 · 원심은 판시와 같은 이유로 원고가 가맹점사업자들과 체결한 2019년 가맹계약서에 위 조항이 규정한 것은 가맹사업법 제14조의2 제5항에서 금지하는 '가맹점사업자단체에 가입 또는 가입하지 아니할 것을 조건으로 가맹계약
법제처 OPEN API/prec,2023나20705,train,원고는 효율적인 업무수행의 필요에 의하여 업무의 일부를 제3자에게 의뢰하여 수행하게 하거나 원고와 공동으로 업무를 수행하게 할 수 있다. 이 경우 피고와 협의하여 피고의 승인 하에 시행하여야 한다.,안전,해당 없음,A,"sprint3 승인 · 이에 따르면 원고가 이 사건 업무대행계약에 따라 수행하여야 하는 업무의 일부를 소외 1 회사 등 다른 업체에게 위탁하는 것이 금지된다고 볼 수 없고, 이 경우 다른 업체에 업무 일부를 위탁함에 따라 소요되는 비용을 "
법제처 OPEN API/prec,2023나20705,train,대여금 기타 피고와 원고가 인정하는 업무비용은 대행수수료 범위에서 제외한다,안전,해당 없음,A,"sprint3 승인 · 이 사건 업무대행계약의 계약조건 제3조 제1항 제1호 17목은 '대여금 기타 피고와 원고가 인정하는 업무비용은 대행수수료 범위에서 제외한다'고 규정하고 있으므로, 다른 업체에게 지급되는 외주 업무비용이라도 원·피고가"
법제처 OPEN API/prec,2024다317332,train,임차인이 임대차계약 만료일까지 목적물을 반환하지 않는 경우 임대인에게 임대차계약 만료일 다음 날부터 목적물 반환일까지의 기간에 대해 임대료의 1.3배에 상당하는 금액 등을 납부해야 한다.,주의,과도한 위약금,A,sprint3 승인 · 원심은 위와 같은 사실관계를 기초로 하여 다음과 같이 판단하였다. 피고가 이 사건 2023. 5. 19. 자 준비서면의 송달로 부속물매수청구권 행사 의사를 표시함으로써 부속물에 관한 매매계약이 성립하였다고 하더라도 
법제처 OPEN API/prec,2021가합580165,train,"질병관리청장, 시·도지사 또는 시장·군수·구청장은 감염병을 예방하기 위하여 흥행, 집회, 제례 또는 그 밖의 여러 사람의 집합을 제한하거나 금지하는 조치를 할 수 있다.",안전,해당 없음,A,"sprint3 승인 · 이 사건 조항이 위헌이라고 볼 수 없다. (1) 먼저 이 사건 조항이 원고들의 재산권을 침해하는지 여부에 관하여 살펴보건대, 이 사건 조항은 감염병 예방이라는 공공의 이익을 위하여 사람들의 집합을 제한하고 있을 뿐,"
법제처 OPEN API/prec,2019다256501,train,이 보험은 영국의 법과 관습에 의한다(This insurance is subject to English law and practice).,안전,해당 없음,A,sprint3 승인 · 외국적 요소가 있는 보험계약에서 보험자가 보험계약에 따라 피보험자에게 보험금을 지급하고 피보험자의 제3자에 대한 권리를 취득하는지 여부를 둘러싼 법률관계는 피보험자와 보험자 사이의 법률관계인 보험계약의 준거법에 따른
법제처 OPEN API/prec,2024나12050,train,원고들이 잔금 납부를 지연하여 제1조 제1항에서 정한 약정일이 경과하였을 때에는 그 경과일수에 대하여 연 12%의 연체료를 가산하여 납부하여야 한다,안전,해당 없음,A,"sprint3 승인 · 이 사건 분양계약 제4조 제1, 2항의 연체료와 지체상금 약정은 쌍무계약상의 동시이행에 관한 권리를 쌍방이 포기하기로 하는 특약으로 봄이 타당하다"
법제처 OPEN API/prec,2022나2005213,train,매수인이 매도인에게 중도금(중도금이 없으면 잔금)을 지불하기 전까지는 매도인은 계약금액의 배액을 상환하고 매수인은 계약금을 포기하고 이 계약을 해제할 수 있다,안전,해당 없음,A,sprint3 승인 · 위와 같은 해제권유보 조항은 민법 제565조의 해약금 조항과 그 취지를 같이하는 것이다. 민법 제565조가 해제권 행사의 시기를 당사자의 일방이 이행에 착수할 때까지로 제한한 것은 당사자의 일방이 이미 이행에 착수한
법제처 OPEN API/prec,2020다232709,train,"제16조 제1항, 제2항은 보험금 지급사유로서 ‘노인장기요양보험 수급대상으로 인정되었을 경우’에 관하여 ‘국민건강보험공단 등급판정위원회에 의하여 특정 등급의 장기요양등급을 판정받은 경우’라고 정하고 있다",안전,해당 없음,A,"sprint3 수정승인 · 검수 solar · 이 사건 보통약관 제16조 제1항, 제2항은 보험금 지급사유로서 ‘노인장기요양보험 수급대상으로 인정되었을 경우’에 관하여 ‘국민건강보험공단 등급판정위원회에 의하여 특정 등급의 장기"
