source,case_id,split,clause_text,gold_risk_level,gold_risk_type,label_grade,note
fss_사례집1권,2008_수익자손실귀속,val,또한 약관 제5조는 투자신탁의 운용과 관련하여 자산운용회사의 지시에 따라 발생한 이익 및 손실은 모두 이 투자신탁에 계상되고 수익자에게 귀속된다고 규정하고 있음.,안전,해당 없음,A,[부분축자·간접인용] 손실 수익자 귀속 조항+간투법으로 고유재산 환매의무 부정. [2차검수-수정승인]
fss_사례집1권,2010_ELS조건조정,test,"② 피신청인은 사업설명서상 권리내용의 조정항목 제13호를 근거로 최초 기준지수 결정일 변경이 타당하다고 주장하나, 제13호는 문언상 발행사가 만기일을 재지정하거나 만기상환금액의 산출에 필요한 조건들을 조정하여 만기상환금액 산출에 사용할 수 있다고 규정하고 있어 동 규정이 최초기준지수 결정일 변경의 경우에도 당연히 적용된다고 보기 어려운 측면이 있고, 사업설명서상 권리내용 조정항목[(3) 권리내용의 조정]은 해외지수계산 발표상의 오류, 거래소·청산소의 부도, 금융시장의 거래중지사태 등 발행사가 지배하기 어려운 사유들을 규정하고 있으며, NIKKEI225는 2008.8.22. 종가로 특정이 되므로 이를 기준으로 위험회피거래를 하면 될 것으로 판단되며 달리 NIKKEI225의 기준일을 HSCEI의 기준일과 맞추어야 할 불가피한 사유가 있다고 볼 만한 사정을 찾기 어려운 점.",위험,일방적 급부·조건 변경,A,"신규유형 병기: 발행사 재량 조정. 확장적용 제한해석으로 통제, 지급 명령. [부분축자] [2차검수-수정승인] [재매핑 #89: 일방적 계약 해지→일방적 급부·조건 변경, 큐레이터 메모(신규유형 병기: 발행사 재량 조정) 반영] [라벨 품질 보류 #56: 텍스트가 원 조항이 아니라 분쟁조정 판정문 재구성/부분인용이라 위험 근거가 텍스트에 없음 — 원문 확보 시 교체 대상, 그 전까지 집계 제외]"
fss_사례집1권,2011_실명확인면책,train,"은행이 주민등록증 등 실명확인증표로 주의 깊게 실명확인하거나 실명전환한 계좌는 거래처가 실명확인증표 또는 서류의 위조ㆍ변조ㆍ도용 등을 한 경우, 이로 인하여 거래처에 손해가 생겨도 은행은 책임을 지지 않는다.",안전,해당 없음,A,"경계안전(검수에서 위험→강등) — 예금약관 §18③ 면책조항 자체는 유효하되 ""주의 깊게"" 내장 요건 미충족(과실 사실상 추정)으로 면책 부정, 전액 원상복구. [3차검수-수정승인]"
fss_사례집1권,2008_직불카드양도,train,"분실·도난 신고 이전에 발생한 손해에 대한 모든 책임을 부담하며 은행은 신고 접수 이후에 발생한 손해에 대한 모든 책임을 부담한다. 다만 은행이 회원의 고의 또는 중대한 과실을 입증할 수 있는 다음 각 호의1의 경우 회원이 책임을 부담한다. 2. 카드의 미 서명, 양도, 대여, 보관, 이용위임, 담보제공, 불법대출 등으로 인한 부정사용의 경우 3. 회원의 가족·동거인(사실상의 동거인 포함)에 의한 부정사용 또는 이들에 의한 위 제2호의 사유로 생긴 부정사용의 경우 제11조(카드의 위·변조 시 책임소재) 회원 이외의 제3자가 카드를 위·변조하여 카드를 사용하여 회원에게 손해가 발생한 경우 은행은 원칙적으로 책임을 부담한다. 다만 은행이 회원의 고의 또는 중대한 과실을 입증할 수 있는 제10조 제2항의 각 호의 1의 경우 회원이 책임을 부담합니다. 에 따라 부정사용에",위험,책임 면제,A,직불카드 회원약관 §10② 양도 시 전액 책임 조항 — 기여도 분배 판례로 회원 책임 40%로 제한(조항 효력 통제). [3차검수통과]
fss_사례집1권,2005_손실보전각서,val,일금 9백만원을 2005.12.31.까지 신청인에게 지불하기로 하여 이 각서를 작성함,위험,해당 없음,A,"※방향반전 유형: 소비자에게 유리한 손실보전 각서(개별약정)가 증권거래법 §52③ 위반으로 무효 — ""유리해 보이는 약정도 무효일 수 있음"" 교보재. [3차검수-수정승인]"
fss_사례집1권,2005_증권저축성립,val,동 계약은 회사가 저축자에게 약관을 교부하고 약관의 주요내용을 충실히 설명하여 통장을 교부함으로써 성립한다,안전,해당 없음,A,"경계안전 — 약관 교부를 성립요건으로 읽으려는 소비자 원용 배척(요물계약 부정), 계약 유효. 방향반전 주석. [3차검수통과]"
fss_사례집1권,2009_주식매수연기,test,"[재구성 인용] 정관 §37③: 반대주주 주식매수청구 시 매수청구기간 종료일에 환매청구한 것으로 보아 §22에 따라 매수하되, 매수자금 부족 시 감독원장 승인으로 연기할 수 있다",위험,일방적 급부·조건 변경,A,"환매연기 조항의 반대주주 매수청구 확장적용 배척 — 발행·운용사 재량 확장 통제형(2010_ELS 계열). [재구성 인용] [3차검수-수정승인] [재매핑 #89: 일방적 계약 해지→일방적 급부·조건 변경, 2010_ELS와 동일 계열(발행·운용사 재량 확장 통제형) — 해지가 아니라 조건 조정] [라벨 품질 보류 #56: 텍스트가 원 조항이 아니라 분쟁조정 판정문 재구성/부분인용이라 위험 근거가 텍스트에 없음 — 원문 확보 시 교체 대상, 그 전까지 집계 제외]"
fss_사례집1권,2010_PF대물변제,test,[재구성 인용] 대출약정서 §5②: 미분양물건 50% 소유권 이전(대물변제)으로 대출원리금을 상환한다,안전,해당 없음,A,여전법 §46·49는 단속규정 — 대물변제 약정의 사법적 효력 유효(금융회사 측 무효 주장 배척). ※B2B PF 도메인 주석. [재구성 인용] [3차검수-수정승인]
fss_사례집1권,2010_기한이익통지형,test,"다음 각 호에서 정한 사유 중 하나라도 발생한 경우 채무자는 당연히 당해채무의 기한의 이익을 상실하여 곧 이를 갚아야 할 의무를 집니다. 다만, 조합은 기한의 이익상실일 3영업일전까지 다음 각 호의 채무이행 지체사실과 이에 따라 기한의 이익이 상실된다는 사실을 채무자에게 통지하여야하며, 기한의 이익상실일 3영업일전까지 통지하지 않은 경우 실제 통지가 도달한 날부터 3영업일이 경과한 날에 기한의 이익을 상실하여 채무자는 곧 이를 갚아야 할 의무를 집니다. 1. 이자를 지급하여야 할 때부터 계속하여 1개월간 지체한 때 또한 기한이익상실에 관한 사항을 규정한 조항으로 동 규정이 반드시 연체이자 징수를 위해 기한이익 상실조치를 취해야 한다고 보기 어렵고, ｢여신업무방법서｣상의 “기한이익상실일(1개월)까지”란 내용 ｢여신업무방법서｣ 제15조(지연배상금) 제2항 1. 일시상환대출 : 이자의 입금",안전,해당 없음,A,"§7②1(통지요건 내장형 기한이익 상실)은 유효 — 기존 2019-18a(§7①6 무통지 파산·회생형=위험)와 문언 차이가 라벨 차이를 지지하는 대비쌍(둘 다 test, 유출 없음). [3차검수통과]"
fss_사례집1권,2010_텔레뱅킹면책,test,[부분축자] 전자금융서비스 이용약관 §5: 자금이체비밀번호·보안카드 비밀번호 등 등록된 자료와 일치할 경우 서비스 이용자를 본인으로 인정 / 전자금융거래약관 §20: 이용자의 고의·중대한 과실 시 금융기관 면책,안전,해당 없음,A,"경계안전 — 보이스피싱 사안에서 본인확인·면책 조항 문언대로 적용(이용자 중과실), 기각. [부분축자] [3차검수-수정승인]"
