source_file,case_id,keyword_score,quoted_text
deposit_dispute,61644,11,"‘이 사건 제1부동산 임대차계약서 사본 2매(현 임차인 B, 전 임차인 L)로 제(원고)가 알고 싶은 계약자, 계약금액, 계약조건 등을 확인할 수 있어, 제 업무에 도움이 된 점, 한번 더 고마운 마음을 전해 올립니다. 계약서에 임대인 E, A으로 되어 있고, 저의 인감이 날인되어 있어 제가 계약서 작성시 참석하지 않았는데 어떤 일인지 사장님께 문의한바 계약서 작성시 사장님(H)께서도 E에게 A의 확인을 요구한바, A의 동의를 받았고, E 본인이 책임을 지겠다하여 계약을 성사할 수 있었다고 한, 그 당시의 상황을 이해하고 있습니다’"
deposit_dispute,112145,11,"“상기 본인은 이 사건 부동산을 계약함에 있어 보증금을 원고가 임대인 D에게 대납해준 것을 확인하며, 차후 임대차기간 종료나 해지 시 위 보증금에 대하여 임차인의 권리를 주장할 수 없고, 임대차보증금도 임대인에게 주장할 수 없으며, 위 보증금을 임대인 D이 원고에게 반환하는 데 동의합니다”"
deposit_dispute,146290,11,"‘임차인이 계약특수조건 제8조에 의하여 임대주택을 명도하여야 하는 날까지 임대인에게 명도하지 아니하는 경우와 계약특수조건 제2조에서 정한 임대차계약기간이 종료되었음에도 명도 또는 임대차 갱신계약을 체결하지 아니한 경우에는 임차인은 그 주택을 명도하여야 하는 날의 다음날부터 명도일까지의 기간에 대해 계약일반조건 제1조 제1항의 기본 월 임대료의 1.5배에 상당하는 금액을 임대인에게 납부하여야 한다. 이 경우 명도일까지 임차인이 사용한 전기료, 수도료 등을 포함한 관리비는 이와 별도로 납부하여야 한다’"
protection_mechanism,107001,11,'우리 공사와 임대인 피고 A이 체결한 부동산임대차계약의 만료기간 도래에 따라 2019. 9. 23. 계약해지를 통보하였으며 2019. 10. 31. 피고 A으로부터 신 임대인(피고 B)에게 임대차계약을 승계하였음을 통보받았습니다. 임대차계약 물건에 대한 재계약 의사가 없음에 따라 보증금은 계약종료일인 2019. 12. 28.까지 반환하여 주시기 바랍니다'
fraud_core,38900,10,"""임차권등기명령의 집행에 의한 임차권등기가 경료되면 임차인은 제3조 제1항의 규정에 의한 대항력 및 제3조의2 제2항의 규정에 의한 우선변제권을 취득한다. 다만, 임차인이 임차권등기 이전에 이미 대항력 또는 우선변제권을 취득한 경우에는 그 대항력 또는 우선변제권은 그대로 유지되며, 임차권등기 이후에는 제3조 제1항의 대항요건을 상실하더라도 이미 취득한 대항력 또는 우선변제권을 상실하지 아니한다."""
fraud_core,62108,10,"‘피고 회사는 이 사건 임대차계약 특약사항 제10조(신탁등기 말소) 및 제11조(전세권 설정)의 이행을 지체함을 인정하고, 이를 2020. 7. 24.까지 완료한다. 만약 위 기일까지 완료되지 않은 경우, 원고는 피고 회사에 임대차계약 해지 및 임대차보증금(각 2억 원씩, 총 8억 원)의 반환을 청구할 수 있으며, 피고 회사는 임대차보증금 반환채무를 임대재산의 반환과 동시에 이행할 것을 항변할 수 없다.’"
deposit_dispute,14605,10,"‘이전관련 비용’을 임대인이 부담하여야 한다는 내용을 규정하고 있는바, 위 조항과 앞서 본 제4조의 내용을 결합하면, 임대인은 일방적으로 임대차계약을 해지하는 경우 제4조에 따라 임차보증금에 해당하는 금액을 위약금으로 임차인에게 지급함과 아울러(기간 만료시 반환해야 하는 임차보증금 제외), 제7조에 따라 ‘"
deposit_dispute,62108,10,"‘피고 회사는 이 사건 임대차계약 특약사항 제10조(신탁등기 말소) 및 제11조(전세권 설정)의 이행을 지체함을 인정하고, 이를 2020. 7. 24.까지 완료한다. 만약 위 기일까지 완료되지 않은 경우, 원고는 피고 회사에 임대차계약 해지 및 임대차보증금(각 2억 원씩, 총 8억 원)의 반환을 청구할 수 있으며, 피고 회사는 임대차보증금 반환채무를 임대재산의 반환과 동시에 이행할 것을 항변할 수 없다.’"
deposit_dispute,89780,10,"'이라 한다)을 체결하면서, 피고가 권리금 및 시설비 일체를 제3의 임차인에 대하여 인정하고, 보증금의 반환은 원고에게 직접하기로 하는 특약을 하였는데, 계약 당시 원고는 입회인으로 날인하였고, 원고가 준비한 보증금 1,600만 원을 피고에게 지급하였다. (2) 소외인은 이 사건 건물에서 제과점을 운영하였는데 1차 계약의 기간만료 후인 1991. 9. 11. 원고와 소외인은 피고 집을 방문하여 보증금을 700만 원 인상하여 총 2,300만 원으로 하여 임대차계약을 갱신(이하 '"
deposit_dispute,116067,10,"’에 해당하더라도 이 사건 임대차계약 특약사항 제7조에서의 인테리어 리모델링은 구조변경을 포함한 리모델링을 예정하고 있는 것이고, 일반조항보다 특약사항이 우선해야 하는바, 원고가 피고의 동의 없이 구조변경공사를 하였다 하더라도 특약사항 제7조에서 구조변경을 예정하고 있으므로 해지권이 발생하지 않는다고 주장한다. 그러나 이 사건 임대차계약의 문언 및 구조에 비추어보면, 이 사건 임대차계약에 특약사항이 일반조항보다 우선한다는 취지의 내용이 없고, 제3조의 ‘"
deposit_dispute,144116,10,"’라 한다)에 관하여 임대차계약, 임대차조건변경 합의계약을 각 체결하였다. 다. 원고와 피고는 2017. 2. 6. 및 2017. 11. 18.경 이 사건 아파트에 관하여 임대차계약을 각 갱신하였는데, 위와 같이 갱신된 각 임대차계약(이하 최초 임대차계약, 임대차조건변경합의계약, 위와 같이 갱신된 각 임대차계약을 통틀어 ‘"
protection_mechanism,38900,10,"""임차권등기명령의 집행에 의한 임차권등기가 경료되면 임차인은 제3조 제1항의 규정에 의한 대항력 및 제3조의2 제2항의 규정에 의한 우선변제권을 취득한다. 다만, 임차인이 임차권등기 이전에 이미 대항력 또는 우선변제권을 취득한 경우에는 그 대항력 또는 우선변제권은 그대로 유지되며, 임차권등기 이후에는 제3조 제1항의 대항요건을 상실하더라도 이미 취득한 대항력 또는 우선변제권을 상실하지 아니한다."""
fraud_core,60279,9,"‘일반계약(일반 분양자), 직원계약(직원 분양자), 협력회사계약(분양협조, 2006년경 분양 초기 협력회사 분양자), 협력회사계약(2008년 계약, 2008년경 협력회사 분양자), 특별계약(특별세대, 분양계약시 특별조건을 적용한 분양건), 특별계약(조사세대, 계약시 특별조건을 적용한 분양건 중 검찰이 문제를 제기한 세대)’"
fraud_core,118311,9,"‘해약’ 등을 전산관리하여야 함(대리사무계약 제3조 제1항 제2호, 제9조 제2항)에 비추어 분양수입금을 관리하는 피고는 수분양자와 계약이 해제되어 소외 1 주식회사의 요청이 있을 경우 계약해제로 인한 원상회복의 범위 내에서는 이를 반환하여야 하는 점, 따라서 이미 분양이 된 건물 부분을 매각할 경우에는 분양자는 수분양자와의 계약을 해제할 수밖에 없으므로, 이미 분양된 물건을 처분하여 담보신탁계약을 정산할 경우에는 수분양자에 대한 분양금 반환채무는 이 사건 신탁계약 제21조 제1항에서 신탁보수와 함께 1순위로 정산하여야 하는 ‘"
fraud_core,124256,9,"“ 소외 1이 2001. 8. 30. 대청교역으로부터 이 사건 건물 중 1, 2층을 임대차보증금 3억 5,000만 원에 임차하여 그 임대차보증금을 모두 지급하였다. 소외 1은 그 임대차보증금반환채권을 담보하기 위하여 대청교역과의 사이에 소외 2 명의로 전세권설정등기를 경료하기로 합의하였고, 그에 따라 이 사건 전세권설정계약이 이루어졌으므로, 이 사건 전세권설정계약은 통정허위표시에 해당하지 아니한다.”"
deposit_dispute,11782,9,"‘임대차계약이 종료된 경우 임차인은 위 부동산을 원상으로 회복하여 임대인에게 반환한다. 이러한 경우 임대인은 보증금을 임차인에게 반환하고, 연체 임대료 또는 손해배상금이 있을 때는 이들을 제하고 그 잔액을 반환한다.’"
deposit_dispute,26916,9,"'임대인이 임대차기간이 끝나기 3개월 전부터 임대차 종료 시까지 임차인이 주선한 신규임차인이 되려는 자에게 권리금을 요구하거나 임차인이 주선한 신규임차인이 되려는 자로부터 권리금을 수수하는 행위, 임차인이 주선한 신규임차인이 되려는 자로 하여금 임차인에게 권리금을 지급하지 못하게 하는 행위를 하여 임차인의 권리금 회수기회를 방해하여서는 안 되고, 다만 제10조 제1항 각호의 어느 하나에 해당하는 사유가 있는 경우에는 그러하지 아니하다'"
deposit_dispute,56366,9,"‘이 사건 건물 신축공사 후 1층과 지하 1층을 최초 2년 계약시 보증금 2,000만 원에 월세 400만 원(부가가치세 40만 원 별도), 2년 후 추가 재계약시 보증금 4,000만 원으로 변경한다(기존 보증금 2,000만 원에 추가하여 2,000만 원 증액. 단 월세는 올리지 않는다). 그 후 2년 후 계약시 월세 및 보증금을 조정한다. 신축 후 계약/사업자등록은 B 명의로 한다. 2016년 8월 말일까지 영업한다. 이사비용으로 일천만 원을 B씨에게 지급한다. 보증금 3,000만 원은 반납한다(2,000만 원은 A 보관)’"
deposit_dispute,94456,9,"‘피고가 임대인의 지위를 승계하여 임차인 C의 보증금반환채무를 면책적으로 인수하는 것으로 인식하였고, 동일한 방법으로 G가 위 채무를 면책적으로 인수할 의사로 G에게 이 사건 부동산을 매도하여 피고는 임대차보증금에 상당하는 부당이득을 보유하고 있지 않다. 원고가 임대인 지위 승계 및 면책적 인수가 되지 않는 상황임에도 이를 숨기고 피고와 이를 전제로 이 사건 매매계약을 체결하여 피고가 임대차보증금반환 책임을 지게 되는 것은 신의칙상 인정될 수 없다.’"
deposit_dispute,104245,9,"‘피고가 임대인의 지위를 승계하여 임차인 C의 보증금반환채무를 면책적으로 인수하는 것으로 인식하였고, 동일한 방법으로 G가 위 채무를 면책적으로 인수할 의사로 G에게 이 사건 부동산을 매도하여 피고는 임대차보증금에 상당하는 부당이득을 보유하고 있지 않다. 원고가 임대인 지위 승계 및 면책적 인수가 되지 않는 상황임에도 이를 숨기고 피고와 이를 전제로 이 사건 매매계약을 체결하여 피고가 임대차보증금반환 책임을 지게 되는 것은 신의칙상 인정될 수 없다.’"
deposit_dispute,107950,9,"’이라 한다). 2) 한편 원고는 진흥원과 사이에 진흥원이 이 사건 임대차계약 종료에 따라 임대인으로부터 반환받아야 하는 임대차보증금을 보증하는 내용의 각 전세보증금반환보증약정을 체결하고, 2017. 7. 25. 보증금액 8,600만 원, 보증기간 2017. 7.경부터 2019. 8. 31.까지로 하는 전세보증금반환보증서를 발급하였다(이하 통칭하여 ‘"
deposit_dispute,112145,9,“임대차보증금은 원고가 대납하며 임대차기간 종료나 계약해지 시 위 보증금은 원고에게 반환한다. 임차인은 위 보증금을 임차인에게 반환할 것을 주장할 수 없다”
deposit_dispute,112145,9,"“임차보증금은 원고가 대납했으며, 임대차기간 종료나 계약해지 시 위 보증금은 원고에게 반환한다. 임차인은 위 보증금을 임차인에게 반환할 것을 주장할 수 없다”"
deposit_dispute,124256,9,"“ 소외 1이 2001. 8. 30. 대청교역으로부터 이 사건 건물 중 1, 2층을 임대차보증금 3억 5,000만 원에 임차하여 그 임대차보증금을 모두 지급하였다. 소외 1은 그 임대차보증금반환채권을 담보하기 위하여 대청교역과의 사이에 소외 2 명의로 전세권설정등기를 경료하기로 합의하였고, 그에 따라 이 사건 전세권설정계약이 이루어졌으므로, 이 사건 전세권설정계약은 통정허위표시에 해당하지 아니한다.”"
deposit_dispute,133190,9,"‘이 사건 임대차 계약은 2020. 3. 14.부터 종료되었으나, 임대차계약서 2조에 의거하여 1년 자동연장이 되었다. 임대차계약이 자동연장됨에 따라, 임차보증금에 대한 기존 보증보험 기간이 2020. 3. 19.에 만료되므로 임차보증금에 대하여 담보기간 연장을 요청한다. 만일 3. 14.까지 위 담보기간이 연장되지 않으면, 원고는 임대차계약을 해지하고 임차보증금반환청구를 진행할 예정이다.’"
deposit_dispute,136580,9,"'① 임대차계약이 종료된 경우 임차인은 이 사건 건물을 원상으로 회복하여 임대인에게 반환한다. ② 제1항의 경우, 임대인은 보증금을 임차인에게 반환하고 연체임대료 또는 손해배상 금액이 있을 때는 이들을 제하고 그 잔액을 반환한다'"
deposit_dispute,137337,9,"‘이 사건 임대차 계약은 2020. 3. 14.부터 종료되었으나, 임대차계약서 2조에 의거하여 1년 자동연장이 되었다. 임대차계약이 자동연장됨에 따라, 임차보증금에 대한 기존 보증보험 기간이 2020. 3. 19.에 만료되므로 임차보증금에 대하여 담보기간 연장을 요청한다. 만일 3. 14.까지 위 담보기간이 연장되지 않으면, 원고는 임대차계약을 해지하고 임차보증금반환청구를 진행할 예정이다.’"
protection_mechanism,31447,9,"「사해행위에 해당하는 각 근저당권설정계약에 기한 근저당권설정등기는 이미 말소됨으로써 원상회복이 이루어졌고, 피고들이 지급받은 돈은 위 각 근저당권설정계약과는 별도의 변제행위에 의하여 취득한 것이므로 변제행위 자체의 사해성을 다투지 아니한 채 근저당권설정계약의 취소에 따른 가액배상으로서 지급금의 반환을 구할 수는 없다」"
protection_mechanism,94456,9,"‘피고가 임대인의 지위를 승계하여 임차인 C의 보증금반환채무를 면책적으로 인수하는 것으로 인식하였고, 동일한 방법으로 G가 위 채무를 면책적으로 인수할 의사로 G에게 이 사건 부동산을 매도하여 피고는 임대차보증금에 상당하는 부당이득을 보유하고 있지 않다. 원고가 임대인 지위 승계 및 면책적 인수가 되지 않는 상황임에도 이를 숨기고 피고와 이를 전제로 이 사건 매매계약을 체결하여 피고가 임대차보증금반환 책임을 지게 되는 것은 신의칙상 인정될 수 없다.’"
protection_mechanism,104245,9,"‘피고가 임대인의 지위를 승계하여 임차인 C의 보증금반환채무를 면책적으로 인수하는 것으로 인식하였고, 동일한 방법으로 G가 위 채무를 면책적으로 인수할 의사로 G에게 이 사건 부동산을 매도하여 피고는 임대차보증금에 상당하는 부당이득을 보유하고 있지 않다. 원고가 임대인 지위 승계 및 면책적 인수가 되지 않는 상황임에도 이를 숨기고 피고와 이를 전제로 이 사건 매매계약을 체결하여 피고가 임대차보증금반환 책임을 지게 되는 것은 신의칙상 인정될 수 없다.’"
protection_mechanism,107950,9,"’이라 한다). 2) 한편 원고는 진흥원과 사이에 진흥원이 이 사건 임대차계약 종료에 따라 임대인으로부터 반환받아야 하는 임대차보증금을 보증하는 내용의 각 전세보증금반환보증약정을 체결하고, 2017. 7. 25. 보증금액 8,600만 원, 보증기간 2017. 7.경부터 2019. 8. 31.까지로 하는 전세보증금반환보증서를 발급하였다(이하 통칭하여 ‘"
protection_mechanism,118311,9,"‘해약’ 등을 전산관리하여야 함(대리사무계약 제3조 제1항 제2호, 제9조 제2항)에 비추어 분양수입금을 관리하는 피고는 수분양자와 계약이 해제되어 소외 1 주식회사의 요청이 있을 경우 계약해제로 인한 원상회복의 범위 내에서는 이를 반환하여야 하는 점, 따라서 이미 분양이 된 건물 부분을 매각할 경우에는 분양자는 수분양자와의 계약을 해제할 수밖에 없으므로, 이미 분양된 물건을 처분하여 담보신탁계약을 정산할 경우에는 수분양자에 대한 분양금 반환채무는 이 사건 신탁계약 제21조 제1항에서 신탁보수와 함께 1순위로 정산하여야 하는 ‘"
fraud_core,27473,8,"""1999. 11. 20. 이건 건물 중 3층 부분을 피고인 1에게 임대기간 1999. 11. 30.부터 2001. 11. 29.까지, 임차보증금 5,000만 원(계약금 500만 원, 중도금 1,000만 원, 잔금 3,500만 원)으로 정하여 임대차계약을 체결하고, 위 보증금 중 금 3,000만 원은 인부들 품값으로 반환하고 금 2,000만 원만 받았으며, 위 피해자와 이 사건 매매계약을 체결할 당시 피고인 1의 임차보증금 반환채무를 위 매매대금에서 공제하기로 약정하였다."""
fraud_core,124256,8,"“ 소외 3과 섬유신협은 이 사건 대출금 채무 2억 원이라는 동일 채무를 담보하기 위하여 채권최고액을 3억 원으로 동일하게 하여 이 사건 근저당권과 이 사건 전세권근저당권을 설정하였으므로, 이 사건 근저당권과 이 사건 전세권근저당권은 실질적으로 공동저당권이다. 그런데 앞서 본 바와 같이 이 사건 건물 및 대지 등의 제3취득자인 원고가 채권최고액 3억 원을 모두 변제하였으므로, 피고 예금보험공사는 원고에게 이 사건 전세권근저당권설정등기의 말소등기절차를 이행할 의무가 있다.”"
fraud_core,124256,8,"“피담보채무가 동일하더라도 이 사건 근저당권과 전세권근저당권은 별개의 저당권이다. 원고의 3억 원 변제 및 이 사건 근저당권설정등기의 말소에도 불구하고 아직 변제되지 않은 채무가 남아 있고, 이는 이 사건 전세권근저당권으로 담보되는 채무이다. 따라서 원고는 이를 변제한 후라야만 이 사건 전세권근저당권설정등기의 말소를 청구할 수 있다.”"
deposit_dispute,37395,8,"‘임대차 기한은 임차인에게 부동산을 명도한 날로부터 24개월 정함(영업권 보장 5년). 단 기간 만료 2개월 전에 상대방에 대하여 문서로써 조건변경의 의사표시를 하지 아니하면, 동일한 조건으로 1년간씩 자동 연장되는 것으로 하며, 계약기간 중 임대차 목적물이 매매되거나 임대인의 명의가 변경될 경우 임대인은 본 임대차계약의 제반 조건을 매수인에게 승계하기로 하며, 임대계약기간 종료 후 임차인이 원할 시 재계약은 보장하는 것으로 한다’"
deposit_dispute,47614,8,"‘F’라 한다)가 원고의 아들이 운영하는 I에 대하여 가지는 임대보장수수료 지급채무를 연대보증하였고, 원고는 피고 및 I과 사이에 체결된 상계계약에 따라 I이 피고에 대하여 가지는 위 연대보증채권(임대보장수수료 반환채권)을 자동채권으로 하여 피고가 원고에 대하여 가지는 임대차보증금반환채권과 대등액의 범위에서 상계하였으므로, 원고가 피고에게 반환하여야 할 임대차보증금이 존재하지 아니한다. 나. 임대차보증금반환채권과 관련한 동시이행 항변 등에 관한 판단 1) 인정 사실 ① 원고의 아들 G과 원고의 동생 H는 공동으로 ‘"
deposit_dispute,68625,8,"‘보증금 160,000,000원 상태의 기계약에서 140,000,000원으로 하향조정함. 하향으로 인한 반환예정금액 20,000,000원은 임차인이 미수령 상태이며, 20,000,000원에 대하여는 임차인에게 반환할 때까지 대출금리로 환산하여 이자를 지급하기로 한다. 보증금 수령 및 반환의무도 피고 C로 한다.’"
deposit_dispute,77568,8,‘건물의 전세권설정자가 전세권의 존속기간 만료 전 6월부터 1월까지 사이에 전세권자에 대하여 갱신거절의 통지 또는 조건을 변경하지 아니하면 갱신하지 아니한다는 뜻의 통지를 하지 아니한 경우에는 그 기간이 만료된 때에 전전세권과 동일한 조건으로 다시 전세권을 설정한 것으로 본다. 이 경우 전세권의 존속기간은 그 정함이 없는 것으로 본다.’
deposit_dispute,78728,8,"’)에 의하면 임대차보증금은 1억 5,000만 원, 차임은 월 970만 원(부가가치세 포함 시 1,067만 원, 매월 말일 지급), 임대차기간은 2015. 11. 30.까지로 정해졌고, 임차인인 원고가 2기 이상의 차임을 연체할 경우 임대인인 피고는 최고 없이 임대차계약을 해지할 수 있으며(제6조), 임대차기간이 종료되면 임차인인 원고는 임대차목적물을 원상으로 복구하여 반환하는 것으로 하였다(제12조). 이에 따라 원고는 피고에게 위 임대차보증금을 지급하고 이 사건 점포를 인도받아 그곳에서 ‘"
deposit_dispute,87894,8,"’는 내용의 휴대폰 문자메세지를 발송하였고, 2017. 12. 11. 원고에게 이 사건 임대차계약의 해지 및 임대차보증금 반환 등을 통보하는 내용의 내용증명을 발송하였다. 라. D은 2018. 1. 13. 원고를 상대로 창원지방법원 통영지원 2018가단20322호로 이 사건 임대차계약의 해지를 원인으로 임대차보증금의 반환을 구하는 소송을 제기하였고, 위 소송(이하 ‘"
deposit_dispute,93022,8,"’이라 한다)를 임대차기간 2003. 7. 31.부터 2005. 7. 31.까지, 임대차보증금 8,500만 원으로 하여 임대하였고, 그 즈음 원고 A은 위 보증금 8,500만 원을 지급하였다. 원고 A, 피고 C는 위 임대차계약을 갱신하여 오다가, 2010. 9. 10. 임대차기간을 2010. 9. 10.부터 2012. 9. 9.까지로 하고, 임대차보증금을 1억 2,500만 원으로 4,000만 원 증액하는 임대차계약을 체결하였다(이하 원고 A과 피고 C 사이에 체결 및 갱신된 임대차계약을 통틀어 ‘"
deposit_dispute,94328,8,“전 임차인이 무도유흥음식점으로 경영하던 점포를 임차인이 소유자로부터 임차하여 내부시설을 개조 단장하였다면 임차인에게 임대차 종료로 인하여 목적물을 원상 회복하여 반환할 의무가 있다고 하여도 별도의 약정이 없는 한 그것은 임차인이 개조한 범위 내의 것으로서 임차인이 그가 임차 받았을 때의 상태로 반환하면 되는 것이지 그 이전의 사람이 시설한 것까지 원상회복할 의무가 있다고 할 수는 없”
deposit_dispute,94337,8,"“N호 보증금 500만, L호 보증금 500만, P호 보증금 500만, R호 보증금 500만, T호 보증금 500만, V호 보증금 500만, Z호 보증금 500만, AB호 보증금 500만, X호 전세 4,300만(2019. 3. 2.), AE호 전세 4,500만(2019. 8. 22.), AG호 전세 5,000만(2019. 5. 1.)”"
deposit_dispute,94456,8,‘피고가 임대차보증금을 원고에게 반환한다고 하더라도 F의 무자력으로 말미암아 F에게 구상할 수 없는 상황이다. 이는 원고가 피고에게 이 사건 부동산을 매도할 당시 C이 대항력을 갖추지 못한 임차인이어서 피고가 임대차보증금반환채무를 면책적으로 인수할 수 없다는 사실을 고지해 주지 않았기 때문이다. 원고의 위와 같은 고지의무 위반으로 인하여 피고가 실질적으로 임대차보증금반환채무를 부담하게 되었으므로 원고의 구상권 행사가 제한되거나 구상금을 감액해야 한다.’
deposit_dispute,103669,8,’라 한다)에게 이 사건 부동산에 관한 임차권을 양도하였다. 라. 소외인은 2018. 12. 6. D과 사이에 위 임대차계약의 임대차기간을 2019. 11. 16.까지로 갱신하는 내용의 임대차계약을 체결하였다. 마. 소외인은 2019. 11. 13. D과 사이에 위 임대차계약의 임대차기간을 2020. 11. 16.까지로 갱신하는 내용의 임대차계약을 체결하였다(이하 위와 같이 갱신된 임대차계약을 통틀어 ‘
deposit_dispute,104245,8,‘피고가 임대차보증금을 원고에게 반환한다고 하더라도 F의 무자력으로 말미암아 F에게 구상할 수 없는 상황이다. 이는 원고가 피고에게 이 사건 부동산을 매도할 당시 C이 대항력을 갖추지 못한 임차인이어서 피고가 임대차보증금반환채무를 면책적으로 인수할 수 없다는 사실을 고지해 주지 않았기 때문이다. 원고의 위와 같은 고지의무 위반으로 인하여 피고가 실질적으로 임대차보증금반환채무를 부담하게 되었으므로 원고의 구상권 행사가 제한되거나 구상금을 감액해야 한다.’
