source_file,case_id,keyword_score,has_article_num,quoted_text
deposit_dispute,116067,10,True,"’에 해당하더라도 이 사건 임대차계약 특약사항 제7조에서의 인테리어 리모델링은 구조변경을 포함한 리모델링을 예정하고 있는 것이고, 일반조항보다 특약사항이 우선해야 하는바, 원고가 피고의 동의 없이 구조변경공사를 하였다 하더라도 특약사항 제7조에서 구조변경을 예정하고 있으므로 해지권이 발생하지 않는다고 주장한다. 그러나 이 사건 임대차계약의 문언 및 구조에 비추어보면, 이 사건 임대차계약에 특약사항이 일반조항보다 우선한다는 취지의 내용이 없고, 제3조의 ‘"
fraud_core,62108,10,True,"‘피고 회사는 이 사건 임대차계약 특약사항 제10조(신탁등기 말소) 및 제11조(전세권 설정)의 이행을 지체함을 인정하고, 이를 2020. 7. 24.까지 완료한다. 만약 위 기일까지 완료되지 않은 경우, 원고는 피고 회사에 임대차계약 해지 및 임대차보증금(각 2억 원씩, 총 8억 원)의 반환을 청구할 수 있으며, 피고 회사는 임대차보증금 반환채무를 임대재산의 반환과 동시에 이행할 것을 항변할 수 없다.’"
fraud_core,38900,10,True,"""임차권등기명령의 집행에 의한 임차권등기가 경료되면 임차인은 제3조 제1항의 규정에 의한 대항력 및 제3조의2 제2항의 규정에 의한 우선변제권을 취득한다. 다만, 임차인이 임차권등기 이전에 이미 대항력 또는 우선변제권을 취득한 경우에는 그 대항력 또는 우선변제권은 그대로 유지되며, 임차권등기 이후에는 제3조 제1항의 대항요건을 상실하더라도 이미 취득한 대항력 또는 우선변제권을 상실하지 아니한다."""
deposit_dispute,144116,10,False,"’라 한다)에 관하여 임대차계약, 임대차조건변경 합의계약을 각 체결하였다. 다. 원고와 피고는 2017. 2. 6. 및 2017. 11. 18.경 이 사건 아파트에 관하여 임대차계약을 각 갱신하였는데, 위와 같이 갱신된 각 임대차계약(이하 최초 임대차계약, 임대차조건변경합의계약, 위와 같이 갱신된 각 임대차계약을 통틀어 ‘"
deposit_dispute,14605,10,True,"‘이전관련 비용’을 임대인이 부담하여야 한다는 내용을 규정하고 있는바, 위 조항과 앞서 본 제4조의 내용을 결합하면, 임대인은 일방적으로 임대차계약을 해지하는 경우 제4조에 따라 임차보증금에 해당하는 금액을 위약금으로 임차인에게 지급함과 아울러(기간 만료시 반환해야 하는 임차보증금 제외), 제7조에 따라 ‘"
fraud_core,118311,9,True,"‘해약’ 등을 전산관리하여야 함(대리사무계약 제3조 제1항 제2호, 제9조 제2항)에 비추어 분양수입금을 관리하는 피고는 수분양자와 계약이 해제되어 소외 1 주식회사의 요청이 있을 경우 계약해제로 인한 원상회복의 범위 내에서는 이를 반환하여야 하는 점, 따라서 이미 분양이 된 건물 부분을 매각할 경우에는 분양자는 수분양자와의 계약을 해제할 수밖에 없으므로, 이미 분양된 물건을 처분하여 담보신탁계약을 정산할 경우에는 수분양자에 대한 분양금 반환채무는 이 사건 신탁계약 제21조 제1항에서 신탁보수와 함께 1순위로 정산하여야 하는 ‘"
deposit_dispute,56366,9,False,"‘이 사건 건물 신축공사 후 1층과 지하 1층을 최초 2년 계약시 보증금 2,000만 원에 월세 400만 원(부가가치세 40만 원 별도), 2년 후 추가 재계약시 보증금 4,000만 원으로 변경한다(기존 보증금 2,000만 원에 추가하여 2,000만 원 증액. 단 월세는 올리지 않는다). 그 후 2년 후 계약시 월세 및 보증금을 조정한다. 신축 후 계약/사업자등록은 B 명의로 한다. 2016년 8월 말일까지 영업한다. 이사비용으로 일천만 원을 B씨에게 지급한다. 보증금 3,000만 원은 반납한다(2,000만 원은 A 보관)’"
deposit_dispute,94456,9,False,"‘피고가 임대인의 지위를 승계하여 임차인 C의 보증금반환채무를 면책적으로 인수하는 것으로 인식하였고, 동일한 방법으로 G가 위 채무를 면책적으로 인수할 의사로 G에게 이 사건 부동산을 매도하여 피고는 임대차보증금에 상당하는 부당이득을 보유하고 있지 않다. 원고가 임대인 지위 승계 및 면책적 인수가 되지 않는 상황임에도 이를 숨기고 피고와 이를 전제로 이 사건 매매계약을 체결하여 피고가 임대차보증금반환 책임을 지게 되는 것은 신의칙상 인정될 수 없다.’"
deposit_dispute,104245,9,False,"‘피고가 임대인의 지위를 승계하여 임차인 C의 보증금반환채무를 면책적으로 인수하는 것으로 인식하였고, 동일한 방법으로 G가 위 채무를 면책적으로 인수할 의사로 G에게 이 사건 부동산을 매도하여 피고는 임대차보증금에 상당하는 부당이득을 보유하고 있지 않다. 원고가 임대인 지위 승계 및 면책적 인수가 되지 않는 상황임에도 이를 숨기고 피고와 이를 전제로 이 사건 매매계약을 체결하여 피고가 임대차보증금반환 책임을 지게 되는 것은 신의칙상 인정될 수 없다.’"
deposit_dispute,26916,9,True,"'임대인이 임대차기간이 끝나기 3개월 전부터 임대차 종료 시까지 임차인이 주선한 신규임차인이 되려는 자에게 권리금을 요구하거나 임차인이 주선한 신규임차인이 되려는 자로부터 권리금을 수수하는 행위, 임차인이 주선한 신규임차인이 되려는 자로 하여금 임차인에게 권리금을 지급하지 못하게 하는 행위를 하여 임차인의 권리금 회수기회를 방해하여서는 안 되고, 다만 제10조 제1항 각호의 어느 하나에 해당하는 사유가 있는 경우에는 그러하지 아니하다'"
fraud_core,60279,9,False,"‘일반계약(일반 분양자), 직원계약(직원 분양자), 협력회사계약(분양협조, 2006년경 분양 초기 협력회사 분양자), 협력회사계약(2008년 계약, 2008년경 협력회사 분양자), 특별계약(특별세대, 분양계약시 특별조건을 적용한 분양건), 특별계약(조사세대, 계약시 특별조건을 적용한 분양건 중 검찰이 문제를 제기한 세대)’"
protection_mechanism,31447,9,False,"「사해행위에 해당하는 각 근저당권설정계약에 기한 근저당권설정등기는 이미 말소됨으로써 원상회복이 이루어졌고, 피고들이 지급받은 돈은 위 각 근저당권설정계약과는 별도의 변제행위에 의하여 취득한 것이므로 변제행위 자체의 사해성을 다투지 아니한 채 근저당권설정계약의 취소에 따른 가액배상으로서 지급금의 반환을 구할 수는 없다」"
deposit_dispute,11782,9,False,"‘임대차계약이 종료된 경우 임차인은 위 부동산을 원상으로 회복하여 임대인에게 반환한다. 이러한 경우 임대인은 보증금을 임차인에게 반환하고, 연체 임대료 또는 손해배상금이 있을 때는 이들을 제하고 그 잔액을 반환한다.’"
deposit_dispute,47614,8,False,"‘F’라 한다)가 원고의 아들이 운영하는 I에 대하여 가지는 임대보장수수료 지급채무를 연대보증하였고, 원고는 피고 및 I과 사이에 체결된 상계계약에 따라 I이 피고에 대하여 가지는 위 연대보증채권(임대보장수수료 반환채권)을 자동채권으로 하여 피고가 원고에 대하여 가지는 임대차보증금반환채권과 대등액의 범위에서 상계하였으므로, 원고가 피고에게 반환하여야 할 임대차보증금이 존재하지 아니한다. 나. 임대차보증금반환채권과 관련한 동시이행 항변 등에 관한 판단 1) 인정 사실 ① 원고의 아들 G과 원고의 동생 H는 공동으로 ‘"
deposit_dispute,93022,8,False,"’이라 한다)를 임대차기간 2003. 7. 31.부터 2005. 7. 31.까지, 임대차보증금 8,500만 원으로 하여 임대하였고, 그 즈음 원고 A은 위 보증금 8,500만 원을 지급하였다. 원고 A, 피고 C는 위 임대차계약을 갱신하여 오다가, 2010. 9. 10. 임대차기간을 2010. 9. 10.부터 2012. 9. 9.까지로 하고, 임대차보증금을 1억 2,500만 원으로 4,000만 원 증액하는 임대차계약을 체결하였다(이하 원고 A과 피고 C 사이에 체결 및 갱신된 임대차계약을 통틀어 ‘"
deposit_dispute,116893,8,False,"“바. 별지 목록 제1, 2항 기재 각 부동산에 관한 근저당권의 설정 및 말소 1) 토피아도봉어학원은 소외 1에 대한 이 사건 임대차계약에 기한 임대차보증금 18억 원의 반환채권을 담보하기 위하여 2012. 3. 21. 소외 1 소유의 별지 목록 제1, 2항 기재 각 부동산에 관하여 채권최고액 24억 5천만 원, 채무자 소외 1, 근저당권자 토피아도봉어학원으로 된 근저당권설정계약을 체결하고, 같은 날 서울북부지방법원 도봉등기소 접수 제16986호로 위 각 부동산에 관하여 근저당권설정등기(이하 ‘"
deposit_dispute,78728,8,True,"’)에 의하면 임대차보증금은 1억 5,000만 원, 차임은 월 970만 원(부가가치세 포함 시 1,067만 원, 매월 말일 지급), 임대차기간은 2015. 11. 30.까지로 정해졌고, 임차인인 원고가 2기 이상의 차임을 연체할 경우 임대인인 피고는 최고 없이 임대차계약을 해지할 수 있으며(제6조), 임대차기간이 종료되면 임차인인 원고는 임대차목적물을 원상으로 복구하여 반환하는 것으로 하였다(제12조). 이에 따라 원고는 피고에게 위 임대차보증금을 지급하고 이 사건 점포를 인도받아 그곳에서 ‘"
fraud_core,27473,8,False,"""1999. 11. 20. 이건 건물 중 3층 부분을 피고인 1에게 임대기간 1999. 11. 30.부터 2001. 11. 29.까지, 임차보증금 5,000만 원(계약금 500만 원, 중도금 1,000만 원, 잔금 3,500만 원)으로 정하여 임대차계약을 체결하고, 위 보증금 중 금 3,000만 원은 인부들 품값으로 반환하고 금 2,000만 원만 받았으며, 위 피해자와 이 사건 매매계약을 체결할 당시 피고인 1의 임차보증금 반환채무를 위 매매대금에서 공제하기로 약정하였다."""
deposit_dispute,37395,8,False,"‘임대차 기한은 임차인에게 부동산을 명도한 날로부터 24개월 정함(영업권 보장 5년). 단 기간 만료 2개월 전에 상대방에 대하여 문서로써 조건변경의 의사표시를 하지 아니하면, 동일한 조건으로 1년간씩 자동 연장되는 것으로 하며, 계약기간 중 임대차 목적물이 매매되거나 임대인의 명의가 변경될 경우 임대인은 본 임대차계약의 제반 조건을 매수인에게 승계하기로 하며, 임대계약기간 종료 후 임차인이 원할 시 재계약은 보장하는 것으로 한다’"
deposit_dispute,103669,8,False,’라 한다)에게 이 사건 부동산에 관한 임차권을 양도하였다. 라. 소외인은 2018. 12. 6. D과 사이에 위 임대차계약의 임대차기간을 2019. 11. 16.까지로 갱신하는 내용의 임대차계약을 체결하였다. 마. 소외인은 2019. 11. 13. D과 사이에 위 임대차계약의 임대차기간을 2020. 11. 16.까지로 갱신하는 내용의 임대차계약을 체결하였다(이하 위와 같이 갱신된 임대차계약을 통틀어 ‘
deposit_dispute,133190,8,True,"‘이 사건 보증보험증권 보험기간이 연장되지 않아, 임대차계약서 제10조 제1항을 위반한 것으로 보고 원고는 2020. 3. 14.부로 임대차계약을 해지하였고, 2020. 3. 14. 임대차목적물 명도 완료하였으니 임대차보증금 300,000,000원을 3. 17.까지 반환하라. 만약 임대차보증금 반환이 기한 내에 이루어지지 않을 경우 보증보험 증권 청구를 통해 임대차보증금을 충당할 예정이다.’"
deposit_dispute,137337,8,True,"‘이 사건 보증보험증권 보험기간이 연장되지 않아, 임대차계약서 제10조 제1항을 위반한 것으로 보고 원고는 2020. 3. 14.부로 임대차계약을 해지하였고, 2020. 3. 14. 임대차목적물 명도 완료하였으니 임대차보증금 300,000,000원을 3. 17.까지 반환하라. 만약 임대차보증금 반환이 기한 내에 이루어지지 않을 경우 보증보험 증권 청구를 통해 임대차보증금을 충당할 예정이다.’"
deposit_dispute,94328,8,False,“전 임차인이 무도유흥음식점으로 경영하던 점포를 임차인이 소유자로부터 임차하여 내부시설을 개조 단장하였다면 임차인에게 임대차 종료로 인하여 목적물을 원상 회복하여 반환할 의무가 있다고 하여도 별도의 약정이 없는 한 그것은 임차인이 개조한 범위 내의 것으로서 임차인이 그가 임차 받았을 때의 상태로 반환하면 되는 것이지 그 이전의 사람이 시설한 것까지 원상회복할 의무가 있다고 할 수는 없”
deposit_dispute,87894,8,False,"’는 내용의 휴대폰 문자메세지를 발송하였고, 2017. 12. 11. 원고에게 이 사건 임대차계약의 해지 및 임대차보증금 반환 등을 통보하는 내용의 내용증명을 발송하였다. 라. D은 2018. 1. 13. 원고를 상대로 창원지방법원 통영지원 2018가단20322호로 이 사건 임대차계약의 해지를 원인으로 임대차보증금의 반환을 구하는 소송을 제기하였고, 위 소송(이하 ‘"
deposit_dispute,77568,8,False,‘건물의 전세권설정자가 전세권의 존속기간 만료 전 6월부터 1월까지 사이에 전세권자에 대하여 갱신거절의 통지 또는 조건을 변경하지 아니하면 갱신하지 아니한다는 뜻의 통지를 하지 아니한 경우에는 그 기간이 만료된 때에 전전세권과 동일한 조건으로 다시 전세권을 설정한 것으로 본다. 이 경우 전세권의 존속기간은 그 정함이 없는 것으로 본다.’
deposit_dispute,94337,8,False,"“N호 보증금 500만, L호 보증금 500만, P호 보증금 500만, R호 보증금 500만, T호 보증금 500만, V호 보증금 500만, Z호 보증금 500만, AB호 보증금 500만, X호 전세 4,300만(2019. 3. 2.), AE호 전세 4,500만(2019. 8. 22.), AG호 전세 5,000만(2019. 5. 1.)”"
deposit_dispute,68625,8,False,"‘보증금 160,000,000원 상태의 기계약에서 140,000,000원으로 하향조정함. 하향으로 인한 반환예정금액 20,000,000원은 임차인이 미수령 상태이며, 20,000,000원에 대하여는 임차인에게 반환할 때까지 대출금리로 환산하여 이자를 지급하기로 한다. 보증금 수령 및 반환의무도 피고 C로 한다.’"
deposit_dispute,130980,8,False,"‘보증금 160,000,000원 상태의 기계약에서 140,000,000원으로 하향조정함. 하향으로 인한 반환예정금액 20,000,000원은 임차인이 미수령 상태이며, 20,000,000원에 대하여는 임차인에게 반환할 때까지 대출금리로 환산하여 이자를 지급하기로 한다. 보증금 수령 및 반환의무도 피고 C로 한다.’"
fraud_core,85304,7,False,"‘E’ 사이트에 위 임대목적물을 전세 계약 조건으로 임대하는 내용의 글을 게시하고, 그 글을 보고 연락을 해 온 임차인으로부터 전세보증금을 편취하기로 마음먹고, B은 부동산 중개인을 사칭하며 임차인을 응대하는 역할을, C는 임대목적물을 물색하고 임차인에게 임대목적물을 보여줄 때 망을 보거나 건물관리인 행세 또는 임대인 행세를 하는 역할을, 피고인은 임대인 행세를 하는 역할을 하기로 서로 공모하였다. 1. 사기 가. 피해자 F에 대한 사기 피고인은 B, C와 공모하여, 2019. 12. 18.경 불상의 장소에서, 인터넷 D 카페 ‘"
deposit_dispute,71126,7,True,"“피고는 소외 3으로부터 이 사건 마트 부지에 관하여 임대차보증금 3억 원, 월세 200만 원, 임대차기간 2011. 8. 1.부터 2016. 7. 31.까지로 정하여 임차한다(제1조 및 제2조). 임대기간 만료일에는 위 부동산 지상 및 건물 내에 있는 모든 사람과 건물 이외의 물건 전부 임차인이 책임지고 명도하여야 한다(특약사항 제1항). 임차인 등은 권리비나 비품비, 시설비 등 어떠한 명분의 비용도 임대인에게 청구할 수 없고 임차인이 임의로 설치·시공한 것이 있다면 임대차 만료일까지 원상복구하여야 한다(특약사항 제2항)”"
deposit_dispute,47214,7,False,"’라 한다)‘가 작성되었는데, 위 계약서의 임대인으로 피고들이, 임차인으로 원고가 기재되어 있고, 개업공인중개사인 G과 H가 각 서명 및 날인을 하였다. 다. 원고는 위 임대차계약의 임대차보증금으로서 2015. 7. 18. 피고 B 명의의 계좌로 가계약금 1,000,000원을 이체하였고, 2015. 7. 31. 7,500,000원, 2015. 8. 4. 76,500,000원을 각 피고 C에게 송금하여서 합계 85,000,000원을 지급하였다. 라. 원고와 피고 C는 2017. 3. 22. 이 사건 계약서 위의 날짜를 ‘"
deposit_dispute,126421,7,False,"‘G’ 입점 여부는 이 사건 분양계약 체결에 있어서 매우 중요한 동기였던 점, ② 원고 입장에서 계약이 체결되고 상당한 기간이 경과한 이후에도 공사가 완성되지 않은 경우에까지 계약을 유지하고자 하는 의사가 있었다고 보기는 어려운 점, ③ 이 사건 점포가 통합된 이후 공급계약서(갑 제2호증)를 새로 작성하는 과정에서 원고와 피고 사이에 별다른 이견이 없었는바, 원고 입장에서는 특약사항의 변경을 인식하지 못한 채 이 사건 1차 특약사항과 2차 특약사항이 실질적으로 내용이 같은 것으로 생각하였을 가능성도 충분한 점, ④ ‘"
deposit_dispute,27883,7,False,"‘E병원’에서 C을 만나 C으로부터, 피고 명의 계좌로 2억 원을, 현금으로 1억 7,000만 원을 각 지급받아 합계 3억 7,000만 원의 임대차보증금을 모두 반환받았다. 당시 동석한 원고 역시 C으로부터 임대차보증금 전액을 반환받는다는 사실을 충분히 인식하였다고 판단된다. 원고와 피고가 같은 날 이 사건 건물에 관한 전세권설정등기를 말소하였다는 사실 또한 이러한 사정을 뒷받침한다. 나) 원고와 피고는 C으로부터 임대차보증금을 반환받은 후 같은 날 합의서를 작성하였는데, 위 2010. 5. 6.자 합의서에는 “"
deposit_dispute,135908,7,False,"‘E병원’에서 C을 만나 C으로부터, 피고 명의 계좌로 2억 원을, 현금으로 1억 7,000만 원을 각 지급받아 합계 3억 7,000만 원의 임대차보증금을 모두 반환받았다. 당시 동석한 원고 역시 C으로부터 임대차보증금 전액을 반환받는다는 사실을 충분히 인식하였다고 판단된다. 원고와 피고가 같은 날 이 사건 건물에 관한 전세권설정등기를 말소하였다는 사실 또한 이러한 사정을 뒷받침한다. 나) 원고와 피고는 C으로부터 임대차보증금을 반환받은 후 같은 날 합의서를 작성하였는데, 위 2010. 5. 6.자 합의서에는 “"
deposit_dispute,3410,7,False,"‘이라 한다)과 사이에 이 사건 건물에 관한 매매계약을 체결하였고, 2020. 1. 2. 건물에 관한 소유권이전등기가 경료 되어 E이 그 소유자가 되었고, 같은 날 E이 이 사건 근저당권부 채권을 면책적으로 인수하였으며, 2020. 9. 8. 이 사건 근저당권의 채무자를 E으로 변경하는 내용의 근저당권변경등기가 이루어졌다. 다. 소외 채무자회사는 2020. 4. 29. 원고와 사이에 채무자회사의 E에 대한 이 사건 근저당권부 채권인 임대차보증금반환청구권을 원고에게 승계시키는 내용의 임대차승계 합의(이하 ‘"
fraud_core,95626,7,False,"’라고 한다)를 임차하였던 임차인이며, 원고 B은 부동산중개인이다. 나. 원고 A과 피고는 2005년 11월경 원고 B의 중개로 이 사건 점포에 관한 임대차계약을 체결한 후 이를 갱신하여 오다가 2013년 5월 초경 보증금 4억 원, 월 차임 700만 원(부가가치세 별도, 이후 800만 원으로 인상되었다), 임대차기간 2013. 5. 10.부터 2018. 5. 9.까지로 하여 임대차계약을 다시 체결하였다. 위 임대차계약은 2019. 5. 9.까지 묵시적으로 갱신되었다. 다. 소외 주식회사 F(이하 ‘"
fraud_core,809,7,False,"’ H호를 피해자 I에게 임대함에 있어, 임차보증금 5,500만 원을 주면 위 H호에 기존 임차인 명의로 설정된 전세권설정등기를 곧바로 해지한 후 2018. 4. 25.경부터 2년간 임대해주고 임대차기간이 종료되면 정상적으로 임차보증금을 반환해 주겠다고 말하여 이를 사실로 믿은 피해자로부터 2018. 4. 25.경까지 임차보증금 명목으로 피고인의 남편인 B 명의의 새마을금고 예금계좌(계좌번호 1 생략)로 5,500만 원을 송금받았다. 그러나 당시 피의자는 남편 명의로 소유하고 있던 위 ‘"
protection_mechanism,125436,7,False,"’라고 한다)와 소외 1 사이에 2007. 12. 12. 체결된 근저당권설정계약과 2008. 5. 16. 체결된 근저당권설정계약, 지상권설정계약을 각 취소하고, 피고 현대위아는 소외 1에게 대구지방법원 김천지원 2007. 12. 13. 접수 제40655호로 마친 근저당권설정등기의, 같은 법원 2008. 5. 19. 접수 제18260호로 마친 근저당권설정등기의, 같은 법원 같은 날 접수 제18261호로 마친 지상권설정등기의 각 말소등기절차를 이행하고, ③ 피고 주식회사 파인디지털(이하 ‘"
protection_mechanism,30172,7,False,"’이라 한다)에 관하여, △ 2001. 5. 25. 채권최고액 26억 4,000만 원의 근저당권을 설정받고, △ 2004. 8. 2. 채권최고액 10억 원의 근저당권을 설정받았으며, △ 2004. 8. 2. 채권최고액 5억 원의 근저당권을 설정받았다. ○피고와 ○○산업은 위와 같은 근저당권에 관하여 이를 모두 포괄근저당권으로 하여 그 근저당권 설정 이후에 발생하는 채권도 담보하기로 약정하였다(이하 위 채권최고액 10억 원의 근저당권을 ‘"
protection_mechanism,120874,7,False,"’이라 한다)에 관하여, ① 2019. 3. 18.자 설정계약을 원인으로 하여 같은 달 19. 근저당권자를 피고 A으로, 채권최고액을 1억 2,000만원으로, 채무자를 F으로 하는 근저당권설정등기를 마치고, ② 2019. 3. 18.자 설정계약을 원인으로 하여 같은 달 19. 근저당권자를 피고 B로, 채권최고액을 1억 2,000만원으로, 채무자를 F으로 하는 근저당권설정등기를 마쳤다(이하 위 각 근저당권을 ‘"
protection_mechanism,116304,7,False,"'이라 한다)을 체결하고, 2016. 9. 26.까지 에 위 보증금 전액을 지급하였다. 나. 또한 피신청인은 2016. 9. 23. 과 사이에, 이 사건 건물에 관하여 전세권자 피신청인, 전세금 55,000,000원, 존속기간 2016. 9. 25.부터 2년간으로 각 정한 전세권설정계약을 체결하고, 2016. 9. 28. 이 사건 건물에 관하여 위 전세권설정계약에 따라 전세권설정등기를 마쳤으며(이하 이를 '"
fraud_core,61587,7,False,"“내가 이 사건 아파트를 매수하였다. 아직 소유권이전등기는 마치지 않았지만 분양회사와 계약을 해 놓은 상태이다. 이 사건 아파트 시세가 약 120,000,000원 정도 되니 전세권 보다 선순위로 채권최고액 20,000,000원인 근저당권을 설정하게 해 주면, 위 근저당권 바로 다음 순위로 원고 명의의 전세권설정등기를 마쳐주어 추후 임대차보증금반환채권을 안전하게 담보할 수 있도록 해주겠다.”"
deposit_dispute,108379,7,True,"‘수선의무’라 한다) 두 가지를 규정하고 있다. 먼저 임대인의 목적물 인도 의무에 관하여 보건대, 비록 민법 제623조가 명문으로 규정하고 있지는 아니하나, 임대차계약이 임대인이 임차인에게 목적물을 사용·수익하게 하고, 임차인이 이에 대하여 차임을 지급하는 것을 내용으로 하는 계약(민법 제618조)인 이상, 민법 제623조에서 말하는 ‘"
deposit_dispute,81916,7,False,"’이라 한다), 원고의 처인 H를 임차인, 피고를 임대인, E을 임대인 대리인으로 하여 같은 날 H가 이 사건 주택의 3층을 임대차보증금 35,000,000원, 월차임 250,000원, 기간 2010. 9. 30.부터 2011. 9. 30.까지로 정하여 임차하는 내용의 임대차계약서가 작성되었다. 위 각 임대차계약서의 특약사항에는 ‘"
fraud_core,97263,7,False,"‘임대목적물에 대하여 임대인(수탁자)과 수탁자 간 체결한 부동산담보신탁계약이 체결되어 있음을 확인한다(부동산등기부등본 첨부). 수탁자는 신탁부동산의 등기부상 소유자로서, 임대차계약에 관한 일체의 책임은 임대인(위탁자)이 부담하며, 임차인 및 임대인(위탁자)은 수탁자에게 임대차계약과 관련한 일체의 이의제기나 청구를 하지 아니한다.’"
